date,value,ma_short,ma_long
2017-04-29,,145.09000000000003,128.82071428571427
2017-04-30,,173.45333333333338,128.82071428571427
2017-05-01,59.14,112.82333333333337,130.5992857142857
2017-05-02,34.81,112.80666666666669,116.17214285714286
2017-05-03,36.03,43.32666666666669,114.46857142857142
2017-05-04,59.49,47.367500000000014,102.03428571428572
2017-05-05,250.37,87.968,111.92333333333333
2017-05-06,,95.17500000000001,111.92333333333333
2017-05-07,,115.29666666666668,111.92333333333333
2017-05-08,249.86,186.57333333333335,126.32533333333335
2017-05-09,35.63,178.62,112.90466666666666
2017-05-10,251.3,178.93000000000004,125.682
2017-05-11,59.48,149.06750000000002,125.68466666666669
2017-05-12,59.88,131.23000000000002,127.37333333333335
2017-05-13,,101.57250000000002,127.37333333333335
2017-05-14,,123.55333333333336,127.37333333333335
2017-05-15,34.98,51.44666666666669,114.08866666666667
2017-05-16,254.33,116.39666666666669,127.044
2017-05-17,60.19,116.50000000000004,114.988
2017-05-18,255.88,151.34500000000003,129.72266666666667
2017-05-19,34.05,127.88600000000001,115.69466666666668
2017-05-20,,151.1125,115.69466666666668
2017-05-21,,116.70666666666666,115.69466666666668
2017-05-22,254.59,181.5066666666667,128.72466666666665
2017-05-23,61.14,116.59333333333336,130.48
2017-05-24,61.41,125.71333333333337,132.172
2017-05-25,61.84,109.74500000000002,132.32866666666666
2017-05-26,61.4,100.07600000000002,119.73066666666666
2017-05-27,,61.44750000000002,119.73066666666666
2017-05-28,,61.55000000000003,119.73066666666666
2017-05-29,,61.62000000000004,110.43571428571428
2017-05-30,61.48,61.440000000000026,112.28214285714286
2017-05-31,62.07,61.77500000000003,98.76571428571428
2017-06-01,62.35,61.96666666666669,98.97071428571428
2017-06-02,62.37,62.06750000000001,99.14857142857143
2017-06-03,,62.06750000000001,99.14857142857143
2017-06-04,,62.26333333333335,99.14857142857143
2017-06-05,62.29,62.33666666666668,101.09928571428573
2017-06-06,62.16,62.27333333333335,87.37285714285714
2017-06-07,62.58,62.343333333333355,87.54357142857144
2017-06-08,62.11,62.28500000000001,73.70285714285716
2017-06-09,62.3,62.28800000000001,75.72071428571428
2017-06-10,,62.287500000000016,75.72071428571428
2017-06-11,,62.33000000000002,75.72071428571428
2017-06-12,62.25,62.22000000000002,61.982142857142854
2017-06-13,62.16,62.236666666666686,62.055
2017-06-14,62.45,62.28666666666668,62.12928571428571
2017-06-15,62.62,62.37000000000001,62.184999999999995
2017-06-16,63.24,62.544000000000004,62.31642857142857
2017-06-17,,62.61750000000001,62.31642857142857
2017-06-18,,62.77000000000001,62.31642857142857
2017-06-19,62.79,62.883333333333354,62.34799999999999
2017-06-20,62.85,62.960000000000015,62.43933333333333
